rk,school,div,str,ofs,dfs,sos
1,Loyola Chicago,D1,2.641,1.320,-1.320,0.317
2,Lewis,D1,2.586,1.293,-1.293,0.302
3,UC Irvine,D1,2.321,1.160,-1.160,0.518
4,Pepperdine,D1,2.227,1.113,-1.113,0.393
5,Hawaii,D1,2.117,1.058,-1.058,0.536
6,BYU,D1,1.898,0.949,-0.949,0.544
7,UC Santa Barbara,D1,1.851,0.926,-0.926,0.449
8,Southern California,D1,1.735,0.867,-0.867,0.527
9,Penn St.,D1,1.586,0.793,-0.793,0.370
10,Ohio St.,D1,1.425,0.713,-0.713,0.358
11,Long Beach St.,D1,1.354,0.677,-0.677,0.467
12,UCLA,D1,1.207,0.603,-0.603,0.471
13,IPFW,D1,0.759,0.379,-0.379,0.259
14,CSUN,D1,0.754,0.377,-0.377,0.490
15,George Mason,D1,0.575,0.287,-0.287,0.172
16,Ball St.,D1,0.504,0.252,-0.252,0.364
17,Stanford,D1,0.458,0.229,-0.229,0.517
18,Harvard,D1,0.455,0.228,-0.228,0.174
19,Lindenwood (MO),D1,0.451,0.225,-0.225,0.326
20,Grand Canyon,D1,0.321,0.161,-0.161,0.260
21,Quincy,D1,0.212,0.106,-0.106,0.311
22,Princeton,D1,0.208,0.104,-0.104,0.190
23,Stevens,D3,0.193,0.096,-0.096,-0.832
24,Pfeiffer,D1,0.152,0.076,-0.076,-0.533
25,McKendree,D1,0.025,0.013,-0.013,0.115
26,NJIT,D1,-0.069,-0.034,0.034,-0.144
27,California Baptist,D1,-0.134,-0.067,0.067,0.445
28,Sacred Heart,D1,-0.151,-0.076,0.076,-0.052
29,Erskine,D1,-0.154,-0.077,0.077,-0.379
30,Saint Francis (PA),D1,-0.182,-0.091,0.091,0.275
31,P.R.-Mayaguez,D1,-0.183,-0.092,0.092,-0.265
32,UC Santa Cruz,D3,-0.428,-0.214,0.214,-0.831
33,SUNY New Paltz,D3,-0.530,-0.265,0.265,-0.999
34,Springfield,D3,-0.542,-0.271,0.271,-0.853
35,Mount Olive,D1,-0.728,-0.364,0.364,-0.502
36,P.R.-Rio Piedras,D1,-0.790,-0.395,0.395,-0.360
37,King (TN),D1,-0.870,-0.435,0.435,-0.513
38,Barton,D1,-0.874,-0.437,0.437,-0.324
